title_crunchyroll,title_original,is_dubedd,episodes,duration,season,genres_cr,genres_al,distribuition,rating_distribuition_cr,rating_distribuition_al,votes_cr,votes_al,studios,source,media,image,epi_score_dst,al_sequels
The Future Diary,Mirai Nikki,False,26.0,23.0,FALL,[],"['Action', 'Horror', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",['Kadokawa Pictures Inc.'],"[{'score': 1, 'amount': 2}, {'score': 2, 'amount': 8}, {'score': 3, 'amount': 3}, {'score': 4, 'amount': 13}, {'score': 5, 'amount': 48}]","[{'score': 10, 'amount': 2277}, {'score': 20, 'amount': 2440}, {'score': 30, 'amount': 4475}, {'score': 40, 'amount': 6898}, {'score': 50, 'amount': 9850}, {'score': 60, 'amount': 16773}, {'score': 70, 'amount': 28866}, {'score': 80, 'amount': 30056}, {'score': 90, 'amount': 20647}, {'score': 100, 'amount': 12580}]",74,134862.0,"[{'isMain': True, 'node': {'id': 163, 'name': 'Asread'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10620-OMnOMuZBgEKy.png,"[{'episode': 'Episódio 26', 'rating': 5.0, 'votes': 233}, {'episode': 'Episódio 25', 'rating': 5.0, 'votes': 89}, {'episode': 'Episódio 24', 'rating': 5.0, 'votes': 92}, {'episode': 'Episódio 23', 'rating': 5.0, 'votes': 89}, {'episode': 'Episódio 22', 'rating': 5.0, 'votes': 89}, {'episode': 'Episódio 21', 'rating': 5.0, 'votes': 87}, {'episode': 'Episódio 20', 'rating': 5.0, 'votes': 91}, {'episode': 'Episódio 19', 'rating': 5.0, 'votes': 95}, {'episode': 'Episódio 18', 'rating': 5.0, 'votes': 91}, {'episode': 'Episódio 17', 'rating': 5.0, 'votes': 95}, {'episode': 'Episódio 16', 'rating': 5.0, 'votes': 79}, {'episode': 'Episódio 15', 'rating': 5.0, 'votes': 90}, {'episode': 'Episódio 14', 'rating': 5.0, 'votes': 93}, {'episode': 'Episódio 13', 'rating': 5.0, 'votes': 88}, {'episode': 'Episódio 12', 'rating': 5.0, 'votes': 102}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 104}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 99}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 97}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 105}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 104}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 109}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 124}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 124}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 137}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 125}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 233}]","[{'relationType': 'SEQUEL', 'node': {'id': 16762, 'title': {'romaji': 'Mirai Nikki: Redial', 'english': 'The Future Diary: Redial'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/16762.jpg'}, 'duration': 29, 'episodes': 1, 'season': 'SUMMER', 'format': 'OVA', 'genres': ['Action', 'Psychological', 'Supernatural'], 'startDate': {'year': 2013}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 664}, {'score': 20, 'amount': 704}, {'score': 30, 'amount': 1042}, {'score': 40, 'amount': 1624}, {'score': 50, 'amount': 2642}, {'score': 60, 'amount': 4562}, {'score': 70, 'amount': 7702}, {'score': 80, 'amount': 6582}, {'score': 90, 'amount': 4127}, {'score': 100, 'amount': 2792}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 163, 'name': 'Asread'}}]}}}]"
The Garden of Sinners,Kara no Kyoukai: Shuushou,False,1.0,33.0,WINTER,"['action', 'thriller', 'drama', 'seinen', 'supernatural']","['Mystery', 'Psychological', 'Supernatural']",['Aniplex of America'],"[{'score': 1, 'amount': 3}, {'score': 2, 'amount': 1}, {'score': 3, 'amount': 2}, {'score': 4, 'amount': 4}, {'score': 5, 'amount': 38}]","[{'score': 10, 'amount': 114}, {'score': 20, 'amount': 136}, {'score': 30, 'amount': 249}, {'score': 40, 'amount': 461}, {'score': 50, 'amount': 940}, {'score': 60, 'amount': 1706}, {'score': 70, 'amount': 3315}, {'score': 80, 'amount': 2769}, {'score': 90, 'amount': 1513}, {'score': 100, 'amount': 980}]",48,12183.0,"[{'isMain': True, 'node': {'id': 43, 'name': 'ufotable'}}]",OTHER,OVA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6954-uMdvQ3Vy74Oa.png,"[{'episode': 'Episódio 10', 'rating': 5.0, 'votes': 241}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 194}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 200}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 262}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 234}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 378}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 295}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 346}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 397}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 696}]","[{'relationType': 'SEQUEL', 'node': {'id': 14807, 'title': {'romaji': 'Kara no Kyoukai: Mirai Fukuin', 'english': 'the Garden of sinners -recalled out summer-'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14807-R4SzEi0zRDl4.jpg'}, 'duration': 89, 'episodes': 1, 'season': 'FALL', 'format': 'MOVIE', 'genres': ['Drama', 'Mystery', 'Supernatural'], 'startDate': {'year': 2013}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 31}, {'score': 20, 'amount': 21}, {'score': 30, 'amount': 61}, {'score': 40, 'amount': 102}, {'score': 50, 'amount': 334}, {'score': 60, 'amount': 639}, {'score': 70, 'amount': 1970}, {'score': 80, 'amount': 3572}, {'score': 90, 'amount': 2371}, {'score': 100, 'amount': 973}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 43, 'name': 'ufotable'}}]}}}]"
The God of High School,THE GOD OF HIGH SCHOOL,False,13.0,24.0,SUMMER,"['action', 'comedy']","['Action', 'Comedy', 'Supernatural']",['WEBTOON'],"[{'score': 1, 'amount': 44}, {'score': 2, 'amount': 67}, {'score': 3, 'amount': 87}, {'score': 4, 'amount': 85}, {'score': 5, 'amount': 480}]","[{'score': 10, 'amount': 768}, {'score': 20, 'amount': 1033}, {'score': 30, 'amount': 2328}, {'score': 40, 'amount': 3865}, {'score': 50, 'amount': 6345}, {'score': 60, 'amount': 10794}, {'score': 70, 'amount': 19138}, {'score': 80, 'amount': 18195}, {'score': 90, 'amount': 11932}, {'score': 100, 'amount': 7410}]",763,81808.0,"[{'isMain': True, 'node': {'id': 569, 'name': 'MAPPA'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116006-Wt8JSA1ZQxlM.png,"[{'episode': 'Episódio 13', 'rating': 5.0, 'votes': 8310}, {'episode': 'Episódio 12', 'rating': 4.5, 'votes': 4518}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 5059}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 5680}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 6202}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 4515}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 5028}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 4973}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 6905}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 6334}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 6691}, {'episode': 'Episódio EX', 'rating': 5.0, 'votes': 1563}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 8877}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 13616}]",[]
The Great Jahy Will Not Be Defeated!,Jahy-sama wa Kujikenai!,False,20.0,24.0,SUMMER,"['comedy', 'fantasy']","['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']",['ABC Asahi'],"[{'score': 1, 'amount': 1}, {'score': 2, 'amount': 1}, {'score': 3, 'amount': 3}, {'score': 4, 'amount': 3}, {'score': 5, 'amount': 25}]","[{'score': 10, 'amount': 118}, {'score': 20, 'amount': 101}, {'score': 30, 'amount': 251}, {'score': 40, 'amount': 457}, {'score': 50, 'amount': 1078}, {'score': 60, 'amount': 1925}, {'score': 70, 'amount': 3643}, {'score': 80, 'amount': 2719}, {'score': 90, 'amount': 1371}, {'score': 100, 'amount': 715}]",33,12378.0,"[{'isMain': True, 'node': {'id': 300, 'name': 'SILVER LINK.'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx132456-wxTCgdXnZMMQ.jpg,"[{'episode': 'Episódio 20', 'rating': 5.0, 'votes': 370}, {'episode': 'Episódio 19', 'rating': 5.0, 'votes': 433}, {'episode': 'Episódio 18', 'rating': 5.0, 'votes': 432}, {'episode': 'Episódio 17', 'rating': 5.0, 'votes': 487}, {'episode': 'Episódio 16', 'rating': 5.0, 'votes': 506}, {'episode': 'Episódio 15', 'rating': 5.0, 'votes': 570}, {'episode': 'Episódio 14', 'rating': 5.0, 'votes': 602}, {'episode': 'Episódio 13', 'rating': 5.0, 'votes': 622}, {'episode': 'Episódio 12', 'rating': 5.0, 'votes': 623}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 656}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 617}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 710}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 791}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 829}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 881}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 977}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 1014}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 1135}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 1413}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 2096}]",[]
The Greatest Demon Lord Is Reborn as a Typical Nobody,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",True,12.0,24.0,SPRING,[],"['Action', 'Ecchi', 'Fantasy', 'Romance']",['Kadokawa Pictures Inc.'],"[{'score': 1, 'amount': 9}, {'score': 2, 'amount': 12}, {'score': 3, 'amount': 5}, {'score': 4, 'amount': 4}, {'score': 5, 'amount': 7}]","[{'score': 10, 'amount': 188}, {'score': 20, 'amount': 200}, {'score': 30, 'amount': 414}, {'score': 40, 'amount': 690}, {'score': 50, 'amount': 1321}, {'score': 60, 'amount': 2170}, {'score': 70, 'amount': 2341}, {'score': 80, 'amount': 1267}, {'score': 90, 'amount': 828}, {'score': 100, 'amount': 507}]",37,9926.0,"[{'isMain': True, 'node': {'id': 300, 'name': 'SILVER LINK.'}}, {'isMain': True, 'node': {'id': 6138, 'name': 'BLADE'}}]",LIGHT_NOVEL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx130586-vzoz4X37RZwc.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 447}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 396}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 402}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 467}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 485}, {'episode': 'Episódio 7', 'rating': 4.0, 'votes': 562}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 548}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 656}, {'episode': 'Episódio 4', 'rating': 4.0, 'votes': 730}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 779}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 937}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 1007}]",[]
The Gymnastics Samurai,Taisou Zamurai,False,11.0,23.0,FALL,[],"['Drama', 'Sports']",['TVAsahi'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 0}, {'score': 5, 'amount': 0}]","[{'score': 10, 'amount': 28}, {'score': 20, 'amount': 30}, {'score': 30, 'amount': 99}, {'score': 40, 'amount': 176}, {'score': 50, 'amount': 409}, {'score': 60, 'amount': 696}, {'score': 70, 'amount': 1275}, {'score': 80, 'amount': 1076}, {'score': 90, 'amount': 594}, {'score': 100, 'amount': 262}]",0,4645.0,"[{'isMain': True, 'node': {'id': 569, 'name': 'MAPPA'}}]",ORIGINAL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122807-m8jdQLQRSSUI.jpg,"[{'episode': 'Episódio 11', 'rating': 5.0, 'votes': 8}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 3}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 3}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 2}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 2}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 3}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 4}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 5}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 6}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 7}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 7}]",[]
The Helpful Fox Senko-san,Sewayaki Kitsune no Senko-san,False,12.0,24.0,SPRING,"['slice of life', 'supernatural', 'comedy']","['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']",['Kadokawa Pictures Inc.'],"[{'score': 1, 'amount': 3}, {'score': 2, 'amount': 1}, {'score': 3, 'amount': 1}, {'score': 4, 'amount': 6}, {'score': 5, 'amount': 87}]","[{'score': 10, 'amount': 198}, {'score': 20, 'amount': 131}, {'score': 30, 'amount': 402}, {'score': 40, 'amount': 762}, {'score': 50, 'amount': 2024}, {'score': 60, 'amount': 3903}, {'score': 70, 'amount': 8403}, {'score': 80, 'amount': 7088}, {'score': 90, 'amount': 3935}, {'score': 100, 'amount': 2251}]",98,29097.0,"[{'isMain': True, 'node': {'id': 95, 'name': 'Doga Kobo'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105914-VXKB0ZA2aVZF.png,"[{'episode': 'Episódio 12', 'rating': 5.0, 'votes': 1335}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 709}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 766}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 790}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 876}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 918}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 929}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 1086}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 1082}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 1175}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 1079}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 1286}]",[]
The Hidden Dungeon Only I Can Enter,Ore dake Haireru Kakushi Dungeon,True,12.0,24.0,WINTER,"['fantasy', 'comedy']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",['DMM Corporation'],"[{'score': 1, 'amount': 58}, {'score': 2, 'amount': 29}, {'score': 3, 'amount': 20}, {'score': 4, 'amount': 40}, {'score': 5, 'amount': 160}]","[{'score': 10, 'amount': 584}, {'score': 20, 'amount': 605}, {'score': 30, 'amount': 1249}, {'score': 40, 'amount': 1882}, {'score': 50, 'amount': 3353}, {'score': 60, 'amount': 5365}, {'score': 70, 'amount': 5600}, {'score': 80, 'amount': 3205}, {'score': 90, 'amount': 1777}, {'score': 100, 'amount': 1188}]",307,24808.0,"[{'isMain': True, 'node': {'id': 6314, 'name': 'Okuruto Noboru'}}]",LIGHT_NOVEL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx118375-95ClbAh2EQMD.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 2378}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 1654}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 1993}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 2043}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 2220}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 2203}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 2272}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 2507}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 2332}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 2588}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 2964}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 4078}]",[]
The Highschool Life of a Fudanshi,Fudanshi Koukou Seikatsu,False,12.0,4.0,SUMMER,"['comedy', 'slice of life', 'shojo']","['Comedy', 'Slice of Life']",['Dream Creation'],"[{'score': 1, 'amount': 3}, {'score': 2, 'amount': 6}, {'score': 3, 'amount': 13}, {'score': 4, 'amount': 18}, {'score': 5, 'amount': 28}]","[{'score': 10, 'amount': 104}, {'score': 20, 'amount': 124}, {'score': 30, 'amount': 247}, {'score': 40, 'amount': 396}, {'score': 50, 'amount': 881}, {'score': 60, 'amount': 1268}, {'score': 70, 'amount': 1135}, {'score': 80, 'amount': 506}, {'score': 90, 'amount': 325}, {'score': 100, 'amount': 224}]",68,5210.0,"[{'isMain': True, 'node': {'id': 6125, 'name': 'EMT Squared'}}]",MANGA,TV_SHORT,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21782-i8wLBjK9ccfY.jpg,"[{'episode': 'Episódio 12', 'rating': 5.0, 'votes': 635}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 365}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 336}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 403}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 361}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 370}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 391}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 403}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 421}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 439}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 503}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 675}]",[]
The Honor at Magic High School,Mahouka Koukou no Yuutousei,False,13.0,24.0,SUMMER,"['sci-fi', 'drama']","['Fantasy', 'Sci-Fi']",['Aniplex of America'],"[{'score': 1, 'amount': 1}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 0}, {'score': 5, 'amount': 1}]","[{'score': 10, 'amount': 81}, {'score': 20, 'amount': 79}, {'score': 30, 'amount': 211}, {'score': 40, 'amount': 296}, {'score': 50, 'amount': 606}, {'score': 60, 'amount': 1023}, {'score': 70, 'amount': 1461}, {'score': 80, 'amount': 761}, {'score': 90, 'amount': 425}, {'score': 100, 'amount': 250}]",2,5193.0,"[{'isMain': True, 'node': {'id': 957, 'name': 'CONNECT'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx127688-WDZFupRhW3eX.jpg,"[{'episode': 'Episódio 13', 'rating': 4.5, 'votes': 21}, {'episode': 'Episódio 12', 'rating': 4.5, 'votes': 11}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 12}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 13}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 11}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 12}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 12}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 14}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 16}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 16}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 14}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 16}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 24}]",[]
The House Spirit Tatami-chan,Zashiki-Warashi no Tatami-chan,False,12.0,4.0,SPRING,"['comedy', 'slice of life', 'supernatural']","['Comedy', 'Supernatural']",['Avex'],"[{'score': 1, 'amount': 3}, {'score': 2, 'amount': 3}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 3}, {'score': 5, 'amount': 1}]","[{'score': 10, 'amount': 59}, {'score': 20, 'amount': 68}, {'score': 30, 'amount': 89}, {'score': 40, 'amount': 86}, {'score': 50, 'amount': 143}, {'score': 60, 'amount': 106}, {'score': 70, 'amount': 69}, {'score': 80, 'amount': 34}, {'score': 90, 'amount': 13}, {'score': 100, 'amount': 5}]",10,672.0,"[{'isMain': True, 'node': {'id': 6117, 'name': 'Zero-G'}}]",ORIGINAL,ONA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114891-XMuVHEbi68mJ.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 69}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 66}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 62}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 74}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 67}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 70}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 83}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 101}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 85}, {'episode': 'Episódio 3', 'rating': 4.0, 'votes': 103}, {'episode': 'Episódio 2', 'rating': 4.0, 'votes': 104}, {'episode': 'Episódio 1', 'rating': 3.0, 'votes': 251}]",[]
The Idaten Deities Know Only Peace,Heion Sedai no Idaten-tachi,False,11.0,23.0,SUMMER,"['adventure', 'fantasy', 'action', 'seinen']","['Action', 'Adventure', 'Fantasy']",['MAPPA'],"[{'score': 1, 'amount': 4}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 0}, {'score': 4, 'amount': 4}, {'score': 5, 'amount': 40}]","[{'score': 10, 'amount': 92}, {'score': 20, 'amount': 61}, {'score': 30, 'amount': 121}, {'score': 40, 'amount': 214}, {'score': 50, 'amount': 465}, {'score': 60, 'amount': 942}, {'score': 70, 'amount': 2618}, {'score': 80, 'amount': 3983}, {'score': 90, 'amount': 2315}, {'score': 100, 'amount': 795}]",48,11606.0,"[{'isMain': True, 'node': {'id': 569, 'name': 'MAPPA'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx122434-HmMGLaGk2v4j.jpg,"[{'episode': 'Episódio 11', 'rating': 5.0, 'votes': 810}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 708}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 715}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 800}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 856}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 764}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 870}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 821}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 865}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 798}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 801}]",[]
THE [email protected] CINDERELLA GIRLS,,False,,,,"['slice of life', 'music', 'idols']",,['Anime Consortium Japan Inc.'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 1}, {'score': 4, 'amount': 1}, {'score': 5, 'amount': 4}]",,6,,,,,,"[{'episode': 'Episódio 25', 'rating': 5.0, 'votes': 88}, {'episode': 'Episódio 24', 'rating': 5.0, 'votes': 59}, {'episode': 'Episódio 23', 'rating': 5.0, 'votes': 49}, {'episode': 'Episódio 22', 'rating': 4.5, 'votes': 47}, {'episode': 'Episódio 21', 'rating': 4.5, 'votes': 49}, {'episode': 'Episódio 20', 'rating': 4.5, 'votes': 47}, {'episode': 'Episódio 19', 'rating': 5.0, 'votes': 49}, {'episode': 'Episódio 18', 'rating': 5.0, 'votes': 44}, {'episode': 'Episódio 17', 'rating': 5.0, 'votes': 64}, {'episode': 'Episódio 16', 'rating': 5.0, 'votes': 52}, {'episode': 'Episódio 15', 'rating': 5.0, 'votes': 54}, {'episode': 'Episódio 14', 'rating': 5.0, 'votes': 60}, {'episode': 'Episódio 13', 'rating': 5.0, 'votes': 69}, {'episode': 'Episódio 12', 'rating': 5.0, 'votes': 63}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 58}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 64}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 63}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 83}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 72}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 64}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 78}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 81}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 94}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 106}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 138}]",
THE [email protected] CINDERELLA GIRLS Theater,,False,,,,"['comedy', 'slice of life', 'music', 'idols']",,['Anime Consortium Japan Inc.'],"[{'score': 1, 'amount': 2}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 1}, {'score': 4, 'amount': 0}, {'score': 5, 'amount': 5}]",,8,,,,,,"[{'episode': 'Episódio 40', 'rating': 5.0, 'votes': 31}, {'episode': 'Episódio 39', 'rating': 5.0, 'votes': 25}, {'episode': 'Episódio 38', 'rating': 5.0, 'votes': 31}, {'episode': 'Episódio 37', 'rating': 5.0, 'votes': 24}, {'episode': 'Episódio 36', 'rating': 5.0, 'votes': 34}, {'episode': 'Episódio 35', 'rating': 5.0, 'votes': 26}, {'episode': 'Episódio 34', 'rating': 5.0, 'votes': 31}, {'episode': 'Episódio 33', 'rating': 5.0, 'votes': 39}, {'episode': 'Episódio 32', 'rating': 4.5, 'votes': 38}, {'episode': 'Episódio 31', 'rating': 5.0, 'votes': 37}, {'episode': 'Episódio 30', 'rating': 5.0, 'votes': 36}, {'episode': 'Episódio 29', 'rating': 5.0, 'votes': 44}, {'episode': 'Episódio 28', 'rating': 4.5, 'votes': 39}, {'episode': 'Episódio 27', 'rating': 4.5, 'votes': 38}]",
